customer_id,rank,product_id,recommended_channel,recommended_time,marketing_script
C003277,3,P024,app_push,周末14:00-18:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003279,1,P025,app_push,工作日12:00-14:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003279,2,P008,app_push,周末14:00-18:00,专属推荐：定开008号（R3·定开），业绩比较基准5.1%，366天，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C003279,3,P024,app_push,工作日18:00-21:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003286,1,P008,call,工作日12:00-14:00,您好，我是您的专属理财顾问，为您介绍：定开008号（R3·定开），业绩比较基准5.1%，366天，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C003286,2,P025,call,周末14:00-18:00,您好，我是您的专属理财顾问，为您介绍：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003286,3,P024,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003287,1,P025,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003287,2,P006,call,周末14:00-18:00,您好，我是您的专属理财顾问，为您介绍：混合006号（R3·混合），业绩比较基准5.1%，灵活存续，50000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003287,3,P001,call,周末09:00-12:00,您好，我是您的专属理财顾问，为您介绍：混合001号（R3·混合），业绩比较基准5.5%，730天，50000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C003289,1,P013,manager,工作日09:00-12:00,金卡贵宾专享：定开013号（R2·定开），业绩比较基准3.5%，灵活存续，10000元起投，T+0 随时赎回，可为您预约专属认购。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003289,2,P022,manager,工作日12:00-14:00,金卡贵宾专享：定开022号（R2·定开），业绩比较基准3.0%，730天，10000元起投，T+1 次日赎回，可为您预约专属认购。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003289,3,P019,manager,工作日18:00-21:00,金卡贵宾专享：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回，可为您预约专属认购。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003291,1,P007,manager,工作日09:00-12:00,钻石贵宾专享：定开007号（R3·定开），业绩比较基准4.6%，730天，50000元起投，封闭运作，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003291,2,P008,manager,工作日12:00-14:00,钻石贵宾专享：定开008号（R3·定开），业绩比较基准5.1%，366天，10000元起投，封闭运作，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003291,3,P025,manager,工作日18:00-21:00,钻石贵宾专享：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003293,1,P025,app_push,工作日09:00-12:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003293,2,P024,app_push,工作日12:00-14:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003293,3,P017,app_push,周末09:00-12:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003298,1,P014,app_push,工作日09:00-12:00,专属推荐：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003298,2,P013,app_push,工作日12:00-14:00,专属推荐：定开013号（R2·定开），业绩比较基准3.5%，灵活存续，10000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003298,3,P011,app_push,工作日18:00-21:00,专属推荐：固定期限011号（R2·固定期限），业绩比较基准3.3%，90天，10000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003303,1,P006,manager,工作日12:00-14:00,普通贵宾专享：混合006号（R3·混合），业绩比较基准5.1%，灵活存续，50000元起投，T+1 次日赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003303,2,P025,manager,工作日18:00-21:00,普通贵宾专享：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003303,3,P001,manager,周末14:00-18:00,普通贵宾专享：混合001号（R3·混合），业绩比较基准5.5%，730天，50000元起投，封闭运作，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003304,1,P011,app_push,工作日09:00-12:00,专属推荐：固定期限011号（R2·固定期限），业绩比较基准3.3%，90天，10000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003304,2,P014,app_push,工作日12:00-14:00,专属推荐：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003304,3,P030,app_push,工作日18:00-21:00,专属推荐：固定期限030号（R2·固定期限），业绩比较基准3.1%，730天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003307,1,P017,app_push,工作日09:00-12:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003307,2,P026,app_push,工作日12:00-14:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003307,3,P019,app_push,工作日18:00-21:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003308,1,P015,app_push,工作日09:00-12:00,专属推荐：固定期限015号（R4·固定期限），业绩比较基准6.7%，366天，50000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C003308,2,P029,app_push,工作日12:00-14:00,专属推荐：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C003308,3,P002,app_push,工作日18:00-21:00,专属推荐：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003311,1,P014,call,工作日09:00-12:00,您好，我是您的专属理财顾问，为您介绍：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003311,2,P011,call,工作日12:00-14:00,您好，我是您的专属理财顾问，为您介绍：固定期限011号（R2·固定期限），业绩比较基准3.3%，90天，10000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003311,3,P012,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003316,1,P026,app_push,工作日18:00-21:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003316,2,P019,app_push,周末09:00-12:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003316,3,P030,app_push,周末14:00-18:00,专属推荐：固定期限030号（R2·固定期限），业绩比较基准3.1%，730天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003324,1,P011,app_push,工作日09:00-12:00,专属推荐：固定期限011号（R2·固定期限），业绩比较基准3.3%，90天，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003324,2,P012,app_push,工作日12:00-14:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003324,3,P026,app_push,周末14:00-18:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003329,1,P014,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003329,2,P026,call,周末09:00-12:00,您好，我是您的专属理财顾问，为您介绍：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003329,3,P028,call,周末14:00-18:00,您好，我是您的专属理财顾问，为您介绍：定开028号（R2·定开），业绩比较基准3.6%，366天，100000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003334,1,P026,app_push,工作日09:00-12:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003334,2,P012,app_push,工作日12:00-14:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003334,3,P025,app_push,工作日18:00-21:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003337,1,P014,app_push,工作日18:00-21:00,专属推荐：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003337,2,P026,app_push,周末14:00-18:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003337,3,P019,app_push,周末09:00-12:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003340,1,P002,app_push,工作日18:00-21:00,专属推荐：固定期限002号（R5·固定期限），业绩比较基准11.3%，366天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003340,2,P023,app_push,周末14:00-18:00,专属推荐：固定期限023号（R5·固定期限），业绩比较基准9.8%，灵活存续，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003340,3,P004,app_push,周末09:00-12:00,专属推荐：现金管理004号（R5·现金管理），业绩比较基准8.6%，灵活存续，1000元起投，封闭运作。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003347,1,P004,app_push,工作日09:00-12:00,专属推荐：现金管理004号（R5·现金管理），业绩比较基准8.6%，灵活存续，1000元起投，封闭运作。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003347,2,P024,app_push,工作日12:00-14:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003347,3,P029,app_push,周末14:00-18:00,专属推荐：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C003349,1,P012,app_push,工作日12:00-14:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003349,2,P013,app_push,工作日18:00-21:00,专属推荐：定开013号（R2·定开），业绩比较基准3.5%，灵活存续，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003349,3,P026,app_push,周末14:00-18:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003356,1,P014,app_push,工作日12:00-14:00,专属推荐：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003356,2,P026,app_push,周末14:00-18:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003356,3,P012,app_push,工作日18:00-21:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003358,1,P006,app_push,工作日12:00-14:00,专属推荐：混合006号（R3·混合），业绩比较基准5.1%，灵活存续，50000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003358,2,P001,app_push,工作日18:00-21:00,专属推荐：混合001号（R3·混合），业绩比较基准5.5%，730天，50000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C003358,3,P021,app_push,周末14:00-18:00,专属推荐：混合021号（R3·混合），业绩比较基准5.4%，730天，100000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C003361,1,P014,app_push,工作日12:00-14:00,专属推荐：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003361,2,P026,app_push,工作日18:00-21:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003361,3,P010,app_push,周末14:00-18:00,专属推荐：现金管理010号（R1·现金管理），业绩比较基准2.8%，366天，50000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003371,1,P026,app_push,工作日09:00-12:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003371,2,P024,app_push,工作日12:00-14:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003371,3,P025,app_push,工作日18:00-21:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003380,1,P017,call,工作日09:00-12:00,您好，我是您的专属理财顾问，为您介绍：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003380,2,P025,call,工作日12:00-14:00,您好，我是您的专属理财顾问，为您介绍：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003380,3,P024,call,周末09:00-12:00,您好，我是您的专属理财顾问，为您介绍：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003387,1,P026,app_push,工作日18:00-21:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003387,2,P019,app_push,周末14:00-18:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003387,3,P030,app_push,周末09:00-12:00,专属推荐：固定期限030号（R2·固定期限），业绩比较基准3.1%，730天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003395,1,P014,app_push,工作日09:00-12:00,专属推荐：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003395,2,P010,app_push,工作日12:00-14:00,专属推荐：现金管理010号（R1·现金管理），业绩比较基准2.8%，366天，50000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003395,3,P012,app_push,周末09:00-12:00,专属推荐：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003397,1,P016,manager,工作日12:00-14:00,金卡贵宾专享：现金管理016号（R2·现金管理），业绩比较基准3.1%，180天，100000元起投，T+0 随时赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003397,2,P026,manager,工作日18:00-21:00,金卡贵宾专享：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003397,3,P028,manager,周末14:00-18:00,金卡贵宾专享：定开028号（R2·定开），业绩比较基准3.6%，366天，100000元起投，T+1 次日赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003398,1,P029,app_push,工作日12:00-14:00,专属推荐：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C003398,2,P027,app_push,周末14:00-18:00,专属推荐：现金管理027号（R4·现金管理），业绩比较基准7.7%，366天，100000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003398,3,P015,app_push,工作日18:00-21:00,专属推荐：固定期限015号（R4·固定期限），业绩比较基准6.7%，366天，50000元起投，封闭运作。理财非存款，产品有风险，投资须谨慎。
C003407,1,P017,app_push,工作日09:00-12:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003407,2,P018,app_push,工作日12:00-14:00,专属推荐：现金管理018号（R2·现金管理），业绩比较基准3.6%，730天，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003407,3,P020,app_push,周末09:00-12:00,专属推荐：现金管理020号（R2·现金管理），业绩比较基准3.6%，366天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003411,1,P019,app_push,工作日09:00-12:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003411,2,P026,app_push,工作日12:00-14:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003411,3,P030,app_push,周末09:00-12:00,专属推荐：固定期限030号（R2·固定期限），业绩比较基准3.1%，730天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003418,1,P025,call,工作日09:00-12:00,您好，我是您的专属理财顾问，为您介绍：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003418,2,P024,call,工作日12:00-14:00,您好，我是您的专属理财顾问，为您介绍：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003418,3,P017,call,周末09:00-12:00,您好，我是您的专属理财顾问，为您介绍：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003423,1,P022,app_push,工作日12:00-14:00,专属推荐：定开022号（R2·定开），业绩比较基准3.0%，730天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003423,2,P019,app_push,周末14:00-18:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003423,3,P013,app_push,工作日18:00-21:00,专属推荐：定开013号（R2·定开），业绩比较基准3.5%，灵活存续，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003429,1,P029,app_push,工作日09:00-12:00,专属推荐：固定期限029号（R4·固定期限），业绩比较基准7.8%，灵活存续，10000元起投，封闭运作。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003429,2,P017,app_push,工作日18:00-21:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003429,3,P025,app_push,周末14:00-18:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003431,1,P030,app_push,工作日09:00-12:00,专属推荐：固定期限030号（R2·固定期限），业绩比较基准3.1%，730天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003431,2,P019,app_push,工作日12:00-14:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003431,3,P026,app_push,周末09:00-12:00,专属推荐：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003432,1,P017,call,工作日12:00-14:00,您好，我是您的专属理财顾问，为您介绍：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003432,2,P025,call,周末14:00-18:00,您好，我是您的专属理财顾问，为您介绍：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003432,3,P024,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003435,1,P019,app_push,工作日09:00-12:00,专属推荐：定开019号（R2·定开），业绩比较基准3.3%，灵活存续，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003435,2,P018,app_push,工作日12:00-14:00,专属推荐：现金管理018号（R2·现金管理），业绩比较基准3.6%，730天，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003435,3,P013,app_push,工作日18:00-21:00,专属推荐：定开013号（R2·定开），业绩比较基准3.5%，灵活存续，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003439,1,P009,app_push,工作日09:00-12:00,专属推荐：现金管理009号（R2·现金管理），业绩比较基准4.0%，730天，50000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003439,2,P030,app_push,工作日12:00-14:00,专属推荐：固定期限030号（R2·固定期限），业绩比较基准3.1%，730天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003439,3,P011,app_push,工作日18:00-21:00,专属推荐：固定期限011号（R2·固定期限），业绩比较基准3.3%，90天，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003444,1,P025,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003444,2,P024,call,周末09:00-12:00,您好，我是您的专属理财顾问，为您介绍：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003444,3,P017,call,周末14:00-18:00,您好，我是您的专属理财顾问，为您介绍：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003446,1,P014,call,工作日12:00-14:00,您好，我是您的专属理财顾问，为您介绍：混合014号（R1·混合），业绩比较基准2.3%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003446,2,P026,call,周末14:00-18:00,您好，我是您的专属理财顾问，为您介绍：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003446,3,P030,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：固定期限030号（R2·固定期限），业绩比较基准3.1%，730天，1000元起投，T+0 随时赎回。该产品风险等级高于您的风险偏好，请谨慎选择。理财非存款，产品有风险，投资须谨慎。
C003449,1,P025,app_push,工作日09:00-12:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003449,2,P024,app_push,工作日12:00-14:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003449,3,P017,app_push,周末09:00-12:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003456,1,P025,app_push,工作日09:00-12:00,专属推荐：定开025号（R3·定开），业绩比较基准5.2%，366天，1000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003456,2,P024,app_push,工作日12:00-14:00,专属推荐：定开024号（R3·定开），业绩比较基准4.7%，90天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003456,3,P017,app_push,周末14:00-18:00,专属推荐：现金管理017号（R3·现金管理），业绩比较基准4.3%，180天，1000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003459,1,P026,manager,工作日12:00-14:00,金卡贵宾专享：混合026号（R2·混合），业绩比较基准3.1%，180天，1000元起投，T+1 次日赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003459,2,P020,manager,工作日18:00-21:00,金卡贵宾专享：现金管理020号（R2·现金管理），业绩比较基准3.6%，366天，10000元起投，T+1 次日赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003459,3,P012,manager,周末14:00-18:00,金卡贵宾专享：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回，可为您预约专属认购。理财非存款，产品有风险，投资须谨慎。
C003462,1,P011,call,工作日09:00-12:00,您好，我是您的专属理财顾问，为您介绍：固定期限011号（R2·固定期限），业绩比较基准3.3%，90天，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
C003462,2,P012,call,工作日12:00-14:00,您好，我是您的专属理财顾问，为您介绍：混合012号（R2·混合），业绩比较基准3.7%，90天，10000元起投，T+1 次日赎回。理财非存款，产品有风险，投资须谨慎。
C003462,3,P013,call,工作日18:00-21:00,您好，我是您的专属理财顾问，为您介绍：定开013号（R2·定开），业绩比较基准3.5%，灵活存续，10000元起投，T+0 随时赎回。理财非存款，产品有风险，投资须谨慎。
